"Year","Sex of child","Birth order","Citizenship of mother","Marital status of mother","Age class of mother","Less than 20 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-59 years","60-69 years","70 years or more","Unknown"
"2006","Boy","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,1,2,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,1,22,49,18,11,0,2,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,9,118,159,73,13,2,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,1,0,30,205,168,40,7,1,1,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,2,23,82,39,17,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,4,7,3,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Boy","Mother not married","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,239
"2006","Boy","Mother not married","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,858
"2006","Boy","Mother not married","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,1378
"2006","Boy","Mother not married","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,1690
"2006","Boy","Mother not married","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,1274
"2006","Boy","Mother not married","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,333
"2006","Boy","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,11
"2006","Boy","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,1
"2006","Girl","First child","Citizenship of mother - total","Married","Less than 20 years",2,62,35,2,1,1,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Married","20-24 years",10,588,905,316,107,31,9,5,3,0,0
"2006","Girl","First child","Citizenship of mother - total","Married","25-29 years",0,126,1487,1802,634,163,51,34,2,0,0
"2006","Girl","First child","Citizenship of mother - total","Married","30-34 years",0,24,447,2271,1600,427,137,57,11,1,0
"2006","Girl","First child","Citizenship of mother - total","Married","35-39 years",0,7,81,426,1062,574,150,75,16,0,0
"2006","Girl","First child","Citizenship of mother - total","Married","40-44 years",0,3,9,37,123,174,78,43,5,1,0
"2006","Girl","First child","Citizenship of mother - total","Married","45-49 years",0,0,1,1,4,7,9,4,1,0,0
"2006","Girl","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",0,5,5,1,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","20-24 years",1,95,349,134,42,15,5,7,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,47,903,1167,484,123,38,16,2,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,7,244,1965,1732,457,101,22,4,1,0
"2006","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,1,33,403,1458,774,173,39,7,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,1,6,41,140,219,91,29,3,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,1,2,5,6,3,1,0,0
"2006","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,3,34,20,6,0,2,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,4,143,275,124,32,5,1,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,47,545,595,185,43,12,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,4,103,594,355,86,22,2,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,11,50,98,46,11,2,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,5,3,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,2,3,0,1,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,28,37,17,9,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,1,7,115,165,66,21,6,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,16,180,138,28,6,1,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,0,16,75,48,2,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,0,2,2,7,3,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2006","Girl","Mother not married","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,192
"2006","Girl","Mother not married","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,825
"2006","Girl","Mother not married","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,1375
"2006","Girl","Mother not married","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,1584
"2006","Girl","Mother not married","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,1132
"2006","Girl","Mother not married","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,368
"2006","Girl","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,8
"2006","Girl","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","Less than 20 years",6,64,30,9,1,1,1,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","20-24 years",7,546,923,306,101,31,10,8,3,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","25-29 years",1,146,1712,1767,629,200,60,29,4,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","30-34 years",0,31,445,2531,1655,488,127,63,10,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","35-39 years",0,10,71,484,1154,600,155,78,9,1,0
"2007","Boy","First child","Citizenship of mother - total","Married","40-44 years",0,1,12,43,132,196,89,39,6,0,0
"2007","Boy","First child","Citizenship of mother - total","Married","45-49 years",0,0,2,2,4,10,5,6,2,1,0
"2007","Boy","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,1,1,0,0,2,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","Less than 20 years",1,3,1,1,0,1,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","20-24 years",0,122,366,145,40,15,2,2,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","25-29 years",0,37,1002,1256,484,139,38,18,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","30-34 years",0,3,253,2071,1955,499,99,37,4,3,0
"2007","Boy","Second child","Citizenship of mother - total","Married","35-39 years",0,3,54,477,1488,835,207,52,3,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","40-44 years",0,0,6,42,158,252,79,33,1,1,0
"2007","Boy","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,2,5,7,2,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,2,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","Less than 20 years",0,1,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","20-24 years",0,6,31,18,2,1,2,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","25-29 years",0,5,148,249,122,37,4,2,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","30-34 years",0,1,32,559,586,176,29,9,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","35-39 years",0,0,2,128,642,392,100,21,1,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","40-44 years",0,0,0,6,63,113,56,13,2,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,3,5,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,2,5,0,1,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,28,49,17,5,1,2,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","30-34 years",0,0,6,121,170,70,8,3,1,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","35-39 years",0,0,0,23,190,158,44,11,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","40-44 years",0,0,0,1,16,77,39,13,2,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","45-49 years",0,0,0,1,0,0,6,3,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,1,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Fourth child or more","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Boy","Mother not married","Citizenship of mother - total","Other","Less than 20 years",47,90,39,11,2,0,0,0,0,0,44
"2007","Boy","Mother not married","Citizenship of mother - total","Other","20-24 years",18,282,292,131,48,22,10,2,1,0,106
"2007","Boy","Mother not married","Citizenship of mother - total","Other","25-29 years",3,86,476,485,186,72,25,14,1,0,95
"2007","Boy","Mother not married","Citizenship of mother - total","Other","30-34 years",0,25,167,681,530,210,69,25,3,0,112
"2007","Boy","Mother not married","Citizenship of mother - total","Other","35-39 years",0,8,55,247,500,309,113,42,4,0,100
"2007","Boy","Mother not married","Citizenship of mother - total","Other","40-44 years",0,1,8,30,90,115,48,36,7,0,31
"2007","Boy","Mother not married","Citizenship of mother - total","Other","45-49 years",0,0,0,4,2,3,6,3,1,0,2
"2007","Boy","Mother not married","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,1
"2007","Girl","First child","Citizenship of mother - total","Married","Less than 20 years",2,52,34,7,2,1,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Married","20-24 years",7,549,898,275,96,31,14,4,1,1,0
"2007","Girl","First child","Citizenship of mother - total","Married","25-29 years",0,141,1615,1785,600,161,63,39,2,0,0
"2007","Girl","First child","Citizenship of mother - total","Married","30-34 years",1,33,445,2182,1597,454,132,59,9,1,0
"2007","Girl","First child","Citizenship of mother - total","Married","35-39 years",0,6,74,428,1045,590,149,57,11,1,0
"2007","Girl","First child","Citizenship of mother - total","Married","40-44 years",0,1,13,45,122,184,89,48,5,1,0
"2007","Girl","First child","Citizenship of mother - total","Married","45-49 years",0,0,2,3,7,14,14,3,1,0,0
"2007","Girl","First child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,0,0,1,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","First child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","Less than 20 years",0,2,1,1,1,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","20-24 years",0,119,315,133,50,13,3,3,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","25-29 years",0,39,893,1174,508,129,44,12,5,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","30-34 years",0,4,211,2009,1731,512,108,41,4,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","35-39 years",0,3,37,452,1452,793,185,68,4,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","40-44 years",0,1,5,38,153,251,108,32,3,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,6,5,10,2,1,0,0
"2007","Girl","Second child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,1,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Second child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","20-24 years",0,5,36,8,7,4,0,1,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","25-29 years",0,5,170,253,118,42,10,4,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","30-34 years",0,0,32,497,593,177,38,19,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","35-39 years",0,0,4,123,634,389,83,20,1,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","40-44 years",0,0,1,5,43,136,51,9,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","45-49 years",0,0,0,0,2,1,2,3,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Married","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","20-24 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","25-29 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","30-34 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","35-39 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","40-44 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","45-49 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Third child","Citizenship of mother - total","Other","50 years or more",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Fourth child or more","Citizenship of mother - total","Married","Less than 20 years",0,0,0,0,0,0,0,0,0,0,0
"2007","Girl","Fourth child or more","Citizenship of mother - total","Married","20-24 years",0,1,5,2,0,0,0,0,0,0,0
"2007","Girl","Fourth child or more","Citizenship of mother - total","Married","25-29 years",0,0,18,49,26,4,3,1,0,0,0
