person_id;household_id;birth;gender;primary_hh;role;marital_status;children_in_hh;singles_in_hh;partners_in_hh;hh_size;htype;married_in_hh;age;death_av;leave_av;birth_av;birth_unmarried_av;new_couple_av;marriage_av;couple_split_av;divorce_av;membership_id;marriage_date
16244;204690;1954;F;5733375;partner;2.0;2;0;2;4;220;2;56;1;0;1;0;0;1;0;1;16244_204690;1975.0
16270;204711;1933;M;5733401;partner;2.0;0;0;2;2;210;2;77;1;0;0;0;0;1;0;1;16270_204711;2002.0
16271;204711;1935;F;5733402;partner;2.0;0;0;2;2;210;2;75;1;0;1;0;0;1;0;1;16271_204711;2002.0
16288;204741;1979;M;5733419;partner;2.0;1;0;2;3;220;2;31;1;0;0;0;0;1;0;1;16288_204741;2009.0
16289;725688;1979;M;5733420;partner;2.0;1;0;2;3;220;2;31;1;0;0;0;0;1;0;1;16289_725688;1999.0
16290;1246635;1979;M;5733421;partner;2.0;1;0;2;3;220;2;31;1;0;0;0;0;1;0;1;16290_1246635;2002.0
16291;204741;1981;F;5733422;partner;2.0;1;0;2;3;220;2;29;1;0;1;0;0;1;0;1;16291_204741;2009.0
16292;725688;1981;F;5733423;partner;2.0;1;0;2;3;220;2;29;1;0;1;0;0;1;0;1;16292_725688;1999.0
16293;1246635;1981;F;5733424;partner;2.0;1;0;2;3;220;2;29;1;0;1;0;0;1;0;1;16293_1246635;2002.0
16308;204759;1976;F;5733439;partner;2.0;0;0;2;2;210;2;34;1;0;1;0;0;1;0;1;16308_204759;1995.0
16309;204759;1976;M;5733440;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;16309_204759;1995.0
16311;204774;1940;F;5733442;partner;2.0;0;0;2;2;210;2;70;1;0;1;0;0;1;0;1;16311_204774;1995.0
16312;204774;1944;M;5733443;partner;2.0;0;0;2;2;210;2;66;1;0;0;0;0;1;0;1;16312_204774;1995.0
16325;204808;1928;M;5733456;partner;2.0;0;0;2;2;210;2;82;1;0;0;0;0;1;0;1;16325_204808;1996.0
16326;725755;1928;M;5733457;partner;2.0;0;0;2;2;210;2;82;1;0;0;0;0;1;0;1;16326_725755;1997.0
16327;204808;1933;F;5733458;partner;2.0;0;0;2;2;210;2;77;1;0;1;0;0;1;0;1;16327_204808;1996.0
16328;725755;1933;F;5733459;partner;2.0;0;0;2;2;210;2;77;1;0;1;0;0;1;0;1;16328_725755;1997.0
16329;204809;1953;M;5733460;partner;2.0;1;0;2;3;220;2;57;1;0;0;0;0;1;0;1;16329_204809;2006.0
16330;204809;1957;F;5733461;partner;2.0;1;0;2;3;220;2;53;1;0;1;0;0;1;0;1;16330_204809;2006.0
16332;204813;1946;F;5733463;partner;2.0;0;0;2;2;210;2;64;1;0;1;0;0;1;0;1;16332_204813;1970.3
16333;204813;1954;M;5733464;partner;2.0;0;0;2;2;210;2;56;1;0;0;0;0;1;0;1;16333_204813;1970.3
16339;204833;1974;M;5733470;partner;2.0;1;0;2;3;220;2;36;1;0;0;0;0;1;0;1;16339_204833;2009.0
16340;204833;1977;F;5733471;partner;2.0;1;0;2;3;220;2;33;1;0;1;0;0;1;0;1;16340_204833;2009.0
16352;204843;1934;M;5733483;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;16352_204843;1970.0
16353;725790;1934;M;5733484;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;16353_725790;1979.0
16354;1246737;1934;M;5733485;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;16354_1246737;1964.0
16355;204843;1937;F;5733486;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;16355_204843;1970.0
16356;725790;1937;F;5733487;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;16356_725790;1979.0
16357;1246737;1937;F;5733488;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;16357_1246737;1964.0
16368;204855;1944;M;5733499;partner;2.0;0;0;2;2;210;2;66;1;0;0;0;0;1;0;1;16368_204855;1999.0
16369;204855;1951;F;5733500;partner;2.0;0;0;2;2;210;2;59;1;0;1;0;0;1;0;1;16369_204855;1999.0
16403;204887;1950;M;5733534;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16403_204887;2008.0
16404;204887;1951;F;5733535;partner;2.0;0;0;2;2;210;2;59;1;0;1;0;0;1;0;1;16404_204887;2008.0
16414;204900;1980;M;5733545;partner;2.0;0;0;2;2;210;2;30;1;0;0;0;0;1;0;1;16414_204900;2006.0
16415;725847;1980;M;5733546;partner;2.0;0;0;2;2;210;2;30;1;0;0;0;0;1;0;1;16415_725847;2005.0
16416;204900;1982;F;5733547;partner;2.0;0;0;2;2;210;2;28;1;0;1;0;0;1;0;1;16416_204900;2006.0
16417;725847;1982;F;5733548;partner;2.0;0;0;2;2;210;2;28;1;0;1;0;0;1;0;1;16417_725847;2005.0
16418;204901;1948;F;5733549;partner;2.0;0;0;2;2;210;2;62;1;0;1;0;0;1;0;1;16418_204901;1990.0
16419;204901;1951;M;5733550;partner;2.0;0;0;2;2;210;2;59;1;0;0;0;0;1;0;1;16419_204901;1990.0
16445;204910;1932;M;5733576;partner;2.0;0;0;2;2;210;2;78;1;0;0;0;0;1;0;1;16445_204910;2000.0
16446;204910;1933;F;5733577;partner;2.0;0;0;2;2;210;2;77;1;0;1;0;0;1;0;1;16446_204910;2000.0
16462;204945;1972;M;5733593;partner;2.0;2;0;2;4;220;2;38;1;0;0;0;0;1;0;1;16462_204945;2009.0
16463;204945;1977;F;5733594;partner;2.0;2;0;2;4;220;2;33;1;0;1;0;0;1;0;1;16463_204945;2009.0
16466;204953;1941;M;5733597;partner;2.0;0;0;2;2;210;2;69;1;0;0;0;0;1;0;1;16466_204953;2006.0
16467;204953;1947;F;5733598;partner;2.0;0;0;2;2;210;2;63;1;0;1;0;0;1;0;1;16467_204953;2006.0
16484;204976;1959;M;5733615;partner;2.0;2;0;2;4;220;2;51;1;0;0;0;0;1;0;1;16484_204976;2009.0
16485;204976;1959;F;5733616;partner;2.0;2;0;2;4;220;2;51;1;0;1;0;0;1;0;1;16485_204976;2009.0
16497;205000;1937;M;5733628;partner;2.0;0;0;2;2;210;2;73;1;0;0;0;0;1;0;1;16497_205000;1962.0
16498;205000;1942;F;5733629;partner;2.0;0;0;2;2;210;2;68;1;0;1;0;0;1;0;1;16498_205000;1962.0
16500;205008;1975;M;5733631;partner;2.0;3;0;2;5;220;2;35;1;0;0;0;0;1;0;1;16500_205008;2000.0
16501;205008;1975;F;5733632;partner;2.0;3;0;2;5;220;2;35;1;0;1;0;0;1;0;1;16501_205008;2000.0
16508;205018;1950;M;5733639;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16508_205018;2005.0
16509;725965;1950;M;5733640;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16509_725965;1976.0
16510;205018;1952;F;5733641;partner;2.0;0;0;2;2;210;2;58;1;0;1;0;0;1;0;1;16510_205018;2005.0
16511;725965;1952;F;5733642;partner;2.0;0;0;2;2;210;2;58;1;0;1;0;0;1;0;1;16511_725965;1976.0
16512;205024;1950;M;5733643;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16512_205024;1999.0
16513;205024;1955;F;5733644;partner;2.0;0;0;2;2;210;2;55;1;0;1;0;0;1;0;1;16513_205024;1999.0
16535;205047;1959;F;5733666;partner;2.0;3;0;2;5;220;2;51;1;0;1;0;0;1;0;1;16535_205047;2005.0
16536;725994;1959;F;5733667;partner;2.0;3;0;2;5;220;2;51;1;0;1;0;0;1;0;1;16536_725994;1987.0
16537;205047;1962;M;5733668;partner;2.0;3;0;2;5;220;2;48;1;0;0;0;0;1;0;1;16537_205047;2005.0
16538;725994;1962;M;5733669;partner;2.0;3;0;2;5;220;2;48;1;0;0;0;0;1;0;1;16538_725994;1987.0
16545;205050;1976;M;5733676;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;16545_205050;1997.0
16546;725997;1976;M;5733677;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;16546_725997;1997.0
16547;205050;1977;F;5733678;partner;2.0;0;0;2;2;210;2;33;1;0;1;0;0;1;0;1;16547_205050;1997.0
16548;725997;1977;F;5733679;partner;2.0;0;0;2;2;210;2;33;1;0;1;0;0;1;0;1;16548_725997;1997.0
16553;205057;1936;F;5733684;partner;2.0;0;0;2;2;210;2;74;1;0;1;0;0;1;0;1;16553_205057;1988.0
16554;726004;1936;F;5733685;partner;2.0;0;0;2;2;210;2;74;1;0;1;0;0;1;0;1;16554_726004;2002.0
16555;205057;1938;M;5733686;partner;2.0;0;0;2;2;210;2;72;1;0;0;0;0;1;0;1;16555_205057;1988.0
16556;726004;1938;M;5733687;partner;2.0;0;0;2;2;210;2;72;1;0;0;0;0;1;0;1;16556_726004;2002.0
16557;205058;1927;M;5733688;partner;2.0;0;0;2;2;210;2;83;1;0;0;0;0;1;0;1;16557_205058;2001.0
16558;726005;1927;M;5733689;partner;2.0;0;0;2;2;210;2;83;1;0;0;0;0;1;0;1;16558_726005;2010.0
16559;205058;1929;F;5733690;partner;2.0;0;0;2;2;210;2;81;1;0;1;0;0;1;0;1;16559_205058;2001.0
16560;726005;1929;F;5733691;partner;2.0;0;0;2;2;210;2;81;1;0;1;0;0;1;0;1;16560_726005;2010.0
16563;205064;1975;M;5733694;partner;2.0;2;0;2;4;220;2;35;1;0;0;0;0;1;0;1;16563_205064;2009.0
16564;205064;1980;F;5733695;partner;2.0;2;0;2;4;220;2;30;1;0;1;0;0;1;0;1;16564_205064;2009.0
16584;205090;1950;M;5733715;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16584_205090;1993.0
16585;205090;1959;F;5733716;partner;2.0;0;0;2;2;210;2;51;1;0;1;0;0;1;0;1;16585_205090;1993.0
16592;205099;1931;M;5733723;partner;2.0;1;0;2;3;220;2;79;1;0;0;0;0;1;0;1;16592_205099;1979.0
16593;205099;1933;F;5733724;partner;2.0;1;0;2;3;220;2;77;1;0;1;0;0;1;0;1;16593_205099;1979.0
16603;205111;1940;M;5733734;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;16603_205111;1987.0
16604;726058;1940;M;5733735;partner;2.0;0;0;2;2;210;2;70;1;0;0;0;0;1;0;1;16604_726058;1988.0
16605;205111;1941;F;5733736;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;16605_205111;1987.0
16606;726058;1941;F;5733737;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;16606_726058;1988.0
16623;205113;1943;M;5733754;partner;2.0;0;0;2;2;210;2;67;1;0;0;0;0;1;0;1;16623_205113;2007.0
16624;205113;1945;F;5733755;partner;2.0;0;0;2;2;210;2;65;1;0;1;0;0;1;0;1;16624_205113;2007.0
16625;205115;1945;F;5733756;partner;2.0;0;0;2;2;210;2;65;1;0;1;0;0;1;0;1;16625_205115;1973.0
16626;205115;1946;M;5733757;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;16626_205115;1973.0
16627;205117;1968;F;5733758;partner;2.0;3;0;2;5;220;2;42;1;0;1;0;0;1;0;1;16627_205117;2009.0
16628;726064;1968;F;5733759;partner;2.0;3;0;2;5;220;2;42;1;0;1;0;0;1;0;1;16628_726064;1988.0
16629;205117;1969;M;5733760;partner;2.0;3;0;2;5;220;2;41;1;0;0;0;0;1;0;1;16629_205117;2009.0
16630;726064;1969;M;5733761;partner;2.0;3;0;2;5;220;2;41;1;0;0;0;0;1;0;1;16630_726064;1988.0
16641;205142;1957;M;5733772;partner;2.0;3;0;2;5;220;2;53;1;0;0;0;0;1;0;1;16641_205142;2000.0
16642;205142;1964;F;5733773;partner;2.0;3;0;2;5;220;2;46;1;0;1;0;0;1;0;1;16642_205142;2000.0
16646;205144;1951;M;5733777;partner;2.0;2;0;2;4;220;2;59;1;0;0;0;0;1;0;1;16646_205144;2008.0
16647;726091;1951;M;5733778;partner;2.0;2;0;2;4;220;2;59;1;0;0;0;0;1;0;1;16647_726091;1983.0
16648;205144;1951;F;5733779;partner;2.0;2;0;2;4;220;2;59;1;0;1;0;0;1;0;1;16648_205144;2008.0
16649;726091;1951;F;5733780;partner;2.0;2;0;2;4;220;2;59;1;0;1;0;0;1;0;1;16649_726091;1983.0
16654;205151;1934;M;5733785;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;16654_205151;1989.0
16655;205151;1944;F;5733786;partner;2.0;0;0;2;2;210;2;66;1;0;1;0;0;1;0;1;16655_205151;1989.0
16658;205155;1957;M;5733789;partner;2.0;2;0;2;4;220;2;53;1;0;0;0;0;1;0;1;16658_205155;2004.0
16659;205155;1959;F;5733790;partner;2.0;2;0;2;4;220;2;51;1;0;1;0;0;1;0;1;16659_205155;2004.0
16676;205165;1949;M;5733807;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;16676_205165;2004.0
16677;726112;1949;M;5733808;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;16677_726112;1973.0
16678;1247059;1949;M;5733809;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;16678_1247059;1981.0
16679;1768006;1949;M;5733810;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;16679_1768006;2000.0
16680;205165;1949;F;5733811;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;16680_205165;2004.0
16681;726112;1949;F;5733812;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;16681_726112;1973.0
16682;1247059;1949;F;5733813;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;16682_1247059;1981.0
16683;1768006;1949;F;5733814;partner;2.0;0;0;2;2;210;2;61;1;0;1;0;0;1;0;1;16683_1768006;2000.0
16684;205168;1966;M;5733815;partner;2.0;2;0;2;4;220;2;44;1;0;0;0;0;1;0;1;16684_205168;1995.0
16685;726115;1966;M;5733816;partner;2.0;2;0;2;4;220;2;44;1;0;0;0;0;1;0;1;16685_726115;1995.0
16686;205168;1967;F;5733817;partner;2.0;2;0;2;4;220;2;43;1;0;1;0;0;1;0;1;16686_205168;1995.0
16687;726115;1967;F;5733818;partner;2.0;2;0;2;4;220;2;43;1;0;1;0;0;1;0;1;16687_726115;1995.0
16692;205172;1974;M;5733823;partner;2.0;2;0;2;4;220;2;36;1;0;0;0;0;1;0;1;16692_205172;2009.0
16693;205172;1984;F;5733824;partner;2.0;2;0;2;4;220;2;26;1;0;1;0;0;1;0;1;16693_205172;2009.0
16696;205173;1931;M;5733827;partner;2.0;0;0;2;2;210;2;79;1;0;0;0;0;1;0;1;16696_205173;1989.0
16697;205173;1941;F;5733828;partner;2.0;0;0;2;2;210;2;69;1;0;1;0;0;1;0;1;16697_205173;1989.0
16704;205202;1964;M;5733835;partner;2.0;2;0;2;4;220;2;46;1;0;0;0;0;1;0;1;16704_205202;1997.0
16705;726149;1964;M;5733836;partner;2.0;2;0;2;4;220;2;46;1;0;0;0;0;1;0;1;16705_726149;1987.0
16706;1247096;1964;M;5733837;partner;2.0;2;0;2;4;220;2;46;1;0;0;0;0;1;0;1;16706_1247096;1990.0
16707;205202;1968;F;5733838;partner;2.0;2;0;2;4;220;2;42;1;0;1;0;0;1;0;1;16707_205202;1997.0
16708;726149;1968;F;5733839;partner;2.0;2;0;2;4;220;2;42;1;0;1;0;0;1;0;1;16708_726149;1987.0
16709;1247096;1968;F;5733840;partner;2.0;2;0;2;4;220;2;42;1;0;1;0;0;1;0;1;16709_1247096;1990.0
16720;205216;1935;M;5733851;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;16720_205216;2009.0
16721;205216;1940;F;5733852;partner;2.0;0;0;2;2;210;2;70;1;0;1;0;0;1;0;1;16721_205216;2009.0
16724;205224;1946;M;5733855;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;16724_205224;1974.0
16725;726171;1946;M;5733856;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;16725_726171;1975.0
16726;205224;1947;F;5733857;partner;2.0;0;0;2;2;210;2;63;1;0;1;0;0;1;0;1;16726_205224;1974.0
16727;726171;1947;F;5733858;partner;2.0;0;0;2;2;210;2;63;1;0;1;0;0;1;0;1;16727_726171;1975.0
16728;205235;1965;F;5733859;partner;2.0;1;0;2;3;220;2;45;1;0;1;0;0;1;0;1;16728_205235;1987.0
16729;205235;1967;M;5733860;partner;2.0;1;0;2;3;220;2;43;1;0;0;0;0;1;0;1;16729_205235;1987.0
16750;205253;1929;F;5733881;partner;2.0;0;0;2;2;210;2;81;1;0;1;0;0;1;0;1;16750_205253;1950.6
16751;726200;1929;F;5733882;partner;2.0;0;0;2;2;210;2;81;1;0;1;0;0;1;0;1;16751_726200;1950.6
16752;205253;1935;M;5733883;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;16752_205253;1950.6
16753;726200;1935;M;5733884;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;16753_726200;1950.6
16759;205258;1922;M;5733890;partner;2.0;0;0;2;2;210;2;88;1;0;0;0;0;1;0;1;16759_205258;1942.0
16760;726205;1922;M;5733891;partner;2.0;0;0;2;2;210;2;88;1;0;0;0;0;1;0;1;16760_726205;1966.0
16761;205258;1923;F;5733892;partner;2.0;0;0;2;2;210;2;87;1;0;1;0;0;1;0;1;16761_205258;1942.0
16762;726205;1923;F;5733893;partner;2.0;0;0;2;2;210;2;87;1;0;1;0;0;1;0;1;16762_726205;1966.0
16786;205293;1973;F;5733917;partner;2.0;0;0;2;2;210;2;37;1;0;1;0;0;1;0;1;16786_205293;2002.0
16787;205293;1973;M;5733918;partner;2.0;0;0;2;2;210;2;37;1;0;0;0;0;1;0;1;16787_205293;2002.0
16800;205314;1939;M;5733931;partner;2.0;0;0;2;2;210;2;71;1;0;0;0;0;1;0;1;16800_205314;1962.2
16801;205314;1976;M;5733932;partner;2.0;0;0;2;2;210;2;34;1;0;0;0;0;1;0;1;16801_205314;1962.2
16802;205317;1947;M;5733933;partner;2.0;2;0;2;4;220;2;63;1;0;0;0;0;1;0;1;16802_205317;2008.0
16803;726264;1947;M;5733934;partner;2.0;2;0;2;4;220;2;63;1;0;0;0;0;1;0;1;16803_726264;1986.0
16804;205317;1951;F;5733935;partner;2.0;2;0;2;4;220;2;59;1;0;1;0;0;1;0;1;16804_205317;2008.0
16805;726264;1951;F;5733936;partner;2.0;2;0;2;4;220;2;59;1;0;1;0;0;1;0;1;16805_726264;1986.0
16823;205327;1966;M;5733954;partner;2.0;1;0;2;3;220;2;44;1;0;0;0;0;1;0;1;16823_205327;2003.0
16824;205327;1974;F;5733955;partner;2.0;1;0;2;3;220;2;36;1;0;1;0;0;1;0;1;16824_205327;2003.0
16826;205330;1935;M;5733957;partner;2.0;0;0;2;2;210;2;75;1;0;0;0;0;1;0;1;16826_205330;1971.0
16827;205330;1937;F;5733958;partner;2.0;0;0;2;2;210;2;73;1;0;1;0;0;1;0;1;16827_205330;1971.0
16830;205335;1977;M;5733961;partner;2.0;1;0;2;3;220;2;33;1;0;0;0;0;1;0;1;16830_205335;2005.0
16831;205335;1983;F;5733962;partner;2.0;1;0;2;3;220;2;27;1;0;1;0;0;1;0;1;16831_205335;2005.0
16836;205339;1953;M;5733967;partner;2.0;1;0;2;3;220;2;57;1;0;0;0;0;1;0;1;16836_205339;2004.0
16837;205339;1954;F;5733968;partner;2.0;1;0;2;3;220;2;56;1;0;1;0;0;1;0;1;16837_205339;2004.0
16860;205361;1928;F;5733991;partner;2.0;0;0;2;2;210;2;82;1;0;1;0;0;1;0;1;16860_205361;1949.5
16861;205361;1933;M;5733992;partner;2.0;0;0;2;2;210;2;77;1;0;0;0;0;1;0;1;16861_205361;1949.5
16863;205379;1963;F;5733994;partner;2.0;3;0;2;5;220;2;47;1;0;1;0;0;1;0;1;16863_205379;2005.0
16864;205379;1964;M;5733995;partner;2.0;3;0;2;5;220;2;46;1;0;0;0;0;1;0;1;16864_205379;2005.0
16868;205381;1975;M;5733999;partner;2.0;0;0;2;2;210;2;35;1;0;0;0;0;1;0;1;16868_205381;2009.0
16869;205381;1981;F;5734000;partner;2.0;0;0;2;2;210;2;29;1;0;1;0;0;1;0;1;16869_205381;2009.0
16871;205385;1978;M;5734002;partner;2.0;2;0;2;4;220;2;32;1;0;0;0;0;1;0;1;16871_205385;2004.0
16872;726332;1978;M;5734003;partner;2.0;2;0;2;4;220;2;32;1;0;0;0;0;1;0;1;16872_726332;2008.0
16873;205385;1979;F;5734004;partner;2.0;2;0;2;4;220;2;31;1;0;1;0;0;1;0;1;16873_205385;2004.0
16874;726332;1979;F;5734005;partner;2.0;2;0;2;4;220;2;31;1;0;1;0;0;1;0;1;16874_726332;2008.0
16883;205391;1949;M;5734014;partner;2.0;0;0;2;2;210;2;61;1;0;0;0;0;1;0;1;16883_205391;1982.0
16884;205391;1956;F;5734015;partner;2.0;0;0;2;2;210;2;54;1;0;1;0;0;1;0;1;16884_205391;1982.0
16888;205401;1973;M;5734019;partner;2.0;2;0;2;4;220;2;37;1;0;0;0;0;1;0;1;16888_205401;2009.0
16889;205401;1973;F;5734020;partner;2.0;2;0;2;4;220;2;37;1;0;1;0;0;1;0;1;16889_205401;2009.0
16906;205420;1973;M;5734037;partner;2.0;2;0;2;4;220;2;37;1;0;0;0;0;1;0;1;16906_205420;2003.0
16907;726367;1973;M;5734038;partner;2.0;2;0;2;4;220;2;37;1;0;0;0;0;1;0;1;16907_726367;2000.0
16908;205420;1980;F;5734039;partner;2.0;2;0;2;4;220;2;30;1;0;1;0;0;1;0;1;16908_205420;2003.0
16909;726367;1980;F;5734040;partner;2.0;2;0;2;4;220;2;30;1;0;1;0;0;1;0;1;16909_726367;2000.0
16920;205426;1987;M;5734051;partner;2.0;1;0;2;3;220;2;23;1;0;0;0;0;1;0;1;16920_205426;2007.0
16921;205426;1988;F;5734052;partner;2.0;1;0;2;3;220;2;22;1;0;1;0;0;1;0;1;16921_205426;2007.0
16927;205455;1932;M;5734058;partner;2.0;1;0;2;3;220;2;78;1;0;0;0;0;1;0;1;16927_205455;1996.0
16928;726402;1932;M;5734059;partner;2.0;1;0;2;3;220;2;78;1;0;0;0;0;1;0;1;16928_726402;1984.0
16929;205455;1946;F;5734060;partner;2.0;1;0;2;3;220;2;64;1;0;1;0;0;1;0;1;16929_205455;1996.0
16930;726402;1946;F;5734061;partner;2.0;1;0;2;3;220;2;64;1;0;1;0;0;1;0;1;16930_726402;1984.0
16938;205461;1937;M;5734069;partner;2.0;0;0;2;2;210;2;73;1;0;0;0;0;1;0;1;16938_205461;1985.0
16939;205461;1946;F;5734070;partner;2.0;0;0;2;2;210;2;64;1;0;1;0;0;1;0;1;16939_205461;1985.0
16940;205462;1956;M;5734071;partner;2.0;1;0;2;3;220;2;54;1;0;0;0;0;1;0;1;16940_205462;1998.0
16941;205462;1962;F;5734072;partner;2.0;1;0;2;3;220;2;48;1;0;1;0;0;1;0;1;16941_205462;1998.0
16945;205473;1948;M;5734076;partner;2.0;0;0;2;2;210;2;62;1;0;0;0;0;1;0;1;16945_205473;1998.0
16946;726420;1948;M;5734077;partner;2.0;0;0;2;2;210;2;62;1;0;0;0;0;1;0;1;16946_726420;1982.0
16947;1247367;1948;M;5734078;partner;2.0;0;0;2;2;210;2;62;1;0;0;0;0;1;0;1;16947_1247367;2000.0
16948;205473;1957;F;5734079;partner;2.0;0;0;2;2;210;2;53;1;0;1;0;0;1;0;1;16948_205473;1998.0
16949;726420;1957;F;5734080;partner;2.0;0;0;2;2;210;2;53;1;0;1;0;0;1;0;1;16949_726420;1982.0
16950;1247367;1957;F;5734081;partner;2.0;0;0;2;2;210;2;53;1;0;1;0;0;1;0;1;16950_1247367;2000.0
16951;205474;1937;M;5734082;partner;2.0;0;0;2;2;210;2;73;1;0;0;0;0;1;0;1;16951_205474;1977.0
16952;726421;1937;M;5734083;partner;2.0;0;0;2;2;210;2;73;1;0;0;0;0;1;0;1;16952_726421;1968.0
16953;205474;1940;F;5734084;partner;2.0;0;0;2;2;210;2;70;1;0;1;0;0;1;0;1;16953_205474;1977.0
16954;726421;1940;F;5734085;partner;2.0;0;0;2;2;210;2;70;1;0;1;0;0;1;0;1;16954_726421;1968.0
16961;205488;1950;M;5734092;partner;2.0;0;0;2;2;210;2;60;1;0;0;0;0;1;0;1;16961_205488;1991.0
16962;205488;1951;F;5734093;partner;2.0;0;0;2;2;210;2;59;1;0;1;0;0;1;0;1;16962_205488;1991.0
16969;205501;1946;M;5734100;partner;2.0;0;0;2;2;210;2;64;1;0;0;0;0;1;0;1;16969_205501;2008.0
16970;205501;1950;F;5734101;partner;2.0;0;0;2;2;210;2;60;1;0;1;0;0;1;0;1;16970_205501;2008.0
16980;205529;1934;M;5734111;partner;2.0;0;0;2;2;210;2;76;1;0;0;0;0;1;0;1;16980_205529;1968.0
16981;205529;1935;F;5734112;partner;2.0;0;0;2;2;210;2;75;1;0;1;0;0;1;0;1;16981_205529;1968.0
16984;205534;1958;M;5734115;partner;2.0;1;0;2;3;220;2;52;1;0;0;0;0;1;0;1;16984_205534;2010.0
16985;726481;1958;M;5734116;partner;2.0;1;0;2;3;220;2;52;1;0;0;0;0;1;0;1;16985_726481;2006.0
16986;205534;1975;F;5734117;partner;2.0;1;0;2;3;220;2;35;1;0;1;0;0;1;0;1;16986_205534;2010.0
16987;726481;1975;F;5734118;partner;2.0;1;0;2;3;220;2;35;1;0;1;0;0;1;0;1;16987_726481;2006.0
16997;205559;1959;M;5734128;partner;2.0;2;0;2;4;220;2;51;1;0;0;0;0;1;0;1;16997_205559;1990.0
16998;205559;1961;F;5734129;partner;2.0;2;0;2;4;220;2;49;1;0;1;0;0;1;0;1;16998_205559;1990.0
17012;205567;1942;M;5734143;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;17012_205567;2005.0
17013;205567;1945;F;5734144;partner;2.0;0;0;2;2;210;2;65;1;0;1;0;0;1;0;1;17013_205567;2005.0
17014;205568;1965;M;5734145;partner;2.0;2;0;2;4;220;2;45;1;0;0;0;0;1;0;1;17014_205568;2008.0
17015;205568;1971;F;5734146;partner;2.0;2;0;2;4;220;2;39;1;0;1;0;0;1;0;1;17015_205568;2008.0
17021;205570;1922;M;5734152;partner;2.0;0;0;2;2;210;2;88;1;0;0;0;0;1;0;1;17021_205570;1998.0
17022;205570;1930;F;5734153;partner;2.0;0;0;2;2;210;2;80;1;0;1;0;0;1;0;1;17022_205570;1998.0
17026;205573;1962;M;5734157;partner;2.0;0;0;2;2;210;2;48;1;0;0;0;0;1;0;1;17026_205573;1996.0
17027;205573;1967;F;5734158;partner;2.0;0;0;2;2;210;2;43;1;0;1;0;0;1;0;1;17027_205573;1996.0
17030;205586;1945;M;5734161;partner;2.0;0;0;2;2;210;2;65;1;0;0;0;0;1;0;1;17030_205586;1977.0
17031;205586;1947;F;5734162;partner;2.0;0;0;2;2;210;2;63;1;0;1;0;0;1;0;1;17031_205586;1977.0
17041;205597;1942;M;5734172;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;17041_205597;1983.0
17042;726544;1942;M;5734173;partner;2.0;0;0;2;2;210;2;68;1;0;0;0;0;1;0;1;17042_726544;1993.0
17043;205597;1950;F;5734174;partner;2.0;0;0;2;2;210;2;60;1;0;1;0;0;1;0;1;17043_205597;1983.0
17044;726544;1950;F;5734175;partner;2.0;0;0;2;2;210;2;60;1;0;1;0;0;1;0;1;17044_726544;1993.0
